country	Lat	Long	date	Number of COVID-19 related deaths
Brunei	4.5353	114.7277	2/23/20	0
Brunei	4.5353	114.7277	2/24/20	0
Brunei	4.5353	114.7277	2/25/20	0
Brunei	4.5353	114.7277	2/26/20	0
Brunei	4.5353	114.7277	2/27/20	0
Brunei	4.5353	114.7277	2/28/20	0
Brunei	4.5353	114.7277	2/29/20	0
Brunei	4.5353	114.7277	2/3/20	0
Brunei	4.5353	114.7277	2/4/20	0
Brunei	4.5353	114.7277	2/5/20	0
Brunei	4.5353	114.7277	2/6/20	0
Brunei	4.5353	114.7277	2/7/20	0
Brunei	4.5353	114.7277	2/8/20	0
Brunei	4.5353	114.7277	2/9/20	0
Brunei	4.5353	114.7277	3/1/20	0
Brunei	4.5353	114.7277	3/10/20	0
Brunei	4.5353	114.7277	3/11/20	0
Brunei	4.5353	114.7277	3/12/20	0
Brunei	4.5353	114.7277	3/13/20	0
Brunei	4.5353	114.7277	3/14/20	0
Brunei	4.5353	114.7277	3/15/20	0
Brunei	4.5353	114.7277	3/16/20	0
Brunei	4.5353	114.7277	3/17/20	0
Brunei	4.5353	114.7277	3/18/20	0
Brunei	4.5353	114.7277	3/19/20	0
Brunei	4.5353	114.7277	3/2/20	0
Brunei	4.5353	114.7277	3/20/20	0
Brunei	4.5353	114.7277	3/21/20	0
Brunei	4.5353	114.7277	3/22/20	0
Brunei	4.5353	114.7277	3/23/20	0
Brunei	4.5353	114.7277	3/24/20	0
Brunei	4.5353	114.7277	3/25/20	0
Brunei	4.5353	114.7277	3/26/20	0
Brunei	4.5353	114.7277	3/27/20	0
Brunei	4.5353	114.7277	3/28/20	1
Brunei	4.5353	114.7277	3/29/20	1
Brunei	4.5353	114.7277	3/3/20	0
Brunei	4.5353	114.7277	3/30/20	1
Brunei	4.5353	114.7277	3/31/20	1
Brunei	4.5353	114.7277	3/4/20	0
Brunei	4.5353	114.7277	3/5/20	0
Brunei	4.5353	114.7277	3/6/20	0
Brunei	4.5353	114.7277	3/7/20	0
Brunei	4.5353	114.7277	3/8/20	0
Brunei	4.5353	114.7277	3/9/20	0
Brunei	4.5353	114.7277	4/1/20	1
Brunei	4.5353	114.7277	4/10/20	1
Brunei	4.5353	114.7277	4/11/20	1
Brunei	4.5353	114.7277	4/12/20	1
Brunei	4.5353	114.7277	4/13/20	1
Brunei	4.5353	114.7277	4/14/20	1
Brunei	4.5353	114.7277	4/15/20	1
Brunei	4.5353	114.7277	4/16/20	1
Brunei	4.5353	114.7277	4/2/20	1
Brunei	4.5353	114.7277	4/3/20	1
Brunei	4.5353	114.7277	4/4/20	1
Brunei	4.5353	114.7277	4/5/20	1
Brunei	4.5353	114.7277	4/6/20	1
Brunei	4.5353	114.7277	4/7/20	1
Brunei	4.5353	114.7277	4/8/20	1
Brunei	4.5353	114.7277	4/9/20	1
Bulgaria	42.7339	25.4858	1/22/20	0
Bulgaria	42.7339	25.4858	1/23/20	0
Bulgaria	42.7339	25.4858	1/24/20	0
Bulgaria	42.7339	25.4858	1/25/20	0
Bulgaria	42.7339	25.4858	1/26/20	0
Bulgaria	42.7339	25.4858	1/27/20	0
Bulgaria	42.7339	25.4858	1/28/20	0
Bulgaria	42.7339	25.4858	1/29/20	0
Bulgaria	42.7339	25.4858	1/30/20	0
Bulgaria	42.7339	25.4858	1/31/20	0
Bulgaria	42.7339	25.4858	2/1/20	0
Bulgaria	42.7339	25.4858	2/10/20	0
Bulgaria	42.7339	25.4858	2/11/20	0
Bulgaria	42.7339	25.4858	2/12/20	0
Bulgaria	42.7339	25.4858	2/13/20	0
Bulgaria	42.7339	25.4858	2/14/20	0
Bulgaria	42.7339	25.4858	2/15/20	0
Bulgaria	42.7339	25.4858	2/16/20	0
Bulgaria	42.7339	25.4858	2/17/20	0
Bulgaria	42.7339	25.4858	2/18/20	0
Bulgaria	42.7339	25.4858	2/19/20	0
Bulgaria	42.7339	25.4858	2/2/20	0
Bulgaria	42.7339	25.4858	2/20/20	0
Bulgaria	42.7339	25.4858	2/21/20	0
Bulgaria	42.7339	25.4858	2/22/20	0
Bulgaria	42.7339	25.4858	2/23/20	0
Bulgaria	42.7339	25.4858	2/24/20	0
Bulgaria	42.7339	25.4858	2/25/20	0
Bulgaria	42.7339	25.4858	2/26/20	0
Bulgaria	42.7339	25.4858	2/27/20	0
Bulgaria	42.7339	25.4858	2/28/20	0
Bulgaria	42.7339	25.4858	2/29/20	0
Bulgaria	42.7339	25.4858	2/3/20	0
Bulgaria	42.7339	25.4858	2/4/20	0
Bulgaria	42.7339	25.4858	2/5/20	0
Bulgaria	42.7339	25.4858	2/6/20	0
Bulgaria	42.7339	25.4858	2/7/20	0
Bulgaria	42.7339	25.4858	2/8/20	0
Bulgaria	42.7339	25.4858	2/9/20	0
Bulgaria	42.7339	25.4858	3/1/20	0
Bulgaria	42.7339	25.4858	3/10/20	0
Bulgaria	42.7339	25.4858	3/11/20	1
Bulgaria	42.7339	25.4858	3/12/20	1
Bulgaria	42.7339	25.4858	3/13/20	1
Bulgaria	42.7339	25.4858	3/14/20	2
Bulgaria	42.7339	25.4858	3/15/20	2
Bulgaria	42.7339	25.4858	3/16/20	2
Bulgaria	42.7339	25.4858	3/17/20	2
Bulgaria	42.7339	25.4858	3/18/20	2
Bulgaria	42.7339	25.4858	3/19/20	3
Bulgaria	42.7339	25.4858	3/2/20	0
Bulgaria	42.7339	25.4858	3/20/20	3
Bulgaria	42.7339	25.4858	3/21/20	3
Bulgaria	42.7339	25.4858	3/22/20	3
Bulgaria	42.7339	25.4858	3/23/20	3
Bulgaria	42.7339	25.4858	3/24/20	3
Bulgaria	42.7339	25.4858	3/25/20	3
Bulgaria	42.7339	25.4858	3/26/20	3
Bulgaria	42.7339	25.4858	3/27/20	3
Bulgaria	42.7339	25.4858	3/28/20	7
Bulgaria	42.7339	25.4858	3/29/20	8
Bulgaria	42.7339	25.4858	3/3/20	0
Bulgaria	42.7339	25.4858	3/30/20	8
Bulgaria	42.7339	25.4858	3/31/20	8
Bulgaria	42.7339	25.4858	3/4/20	0
Bulgaria	42.7339	25.4858	3/5/20	0
Bulgaria	42.7339	25.4858	3/6/20	0
Bulgaria	42.7339	25.4858	3/7/20	0
Bulgaria	42.7339	25.4858	3/8/20	0
Bulgaria	42.7339	25.4858	3/9/20	0
Bulgaria	42.7339	25.4858	4/1/20	10
Bulgaria	42.7339	25.4858	4/10/20	25
Bulgaria	42.7339	25.4858	4/11/20	28
Bulgaria	42.7339	25.4858	4/12/20	29
Bulgaria	42.7339	25.4858	4/13/20	32
Bulgaria	42.7339	25.4858	4/14/20	35
Bulgaria	42.7339	25.4858	4/15/20	36
Bulgaria	42.7339	25.4858	4/16/20	38
Bulgaria	42.7339	25.4858	4/2/20	10
Bulgaria	42.7339	25.4858	4/3/20	14
Bulgaria	42.7339	25.4858	4/4/20	17
Bulgaria	42.7339	25.4858	4/5/20	20
Bulgaria	42.7339	25.4858	4/6/20	22
Bulgaria	42.7339	25.4858	4/7/20	23
Bulgaria	42.7339	25.4858	4/8/20	24
Bulgaria	42.7339	25.4858	4/9/20	24
Burkina Faso	12.2383	-1.5616	1/22/20	0
Burkina Faso	12.2383	-1.5616	1/23/20	0
Burkina Faso	12.2383	-1.5616	1/24/20	0
Burkina Faso	12.2383	-1.5616	1/25/20	0
Burkina Faso	12.2383	-1.5616	1/26/20	0
Burkina Faso	12.2383	-1.5616	1/27/20	0
Burkina Faso	12.2383	-1.5616	1/28/20	0
Burkina Faso	12.2383	-1.5616	1/29/20	0
Burkina Faso	12.2383	-1.5616	1/30/20	0
Burkina Faso	12.2383	-1.5616	1/31/20	0
Burkina Faso	12.2383	-1.5616	2/1/20	0
Burkina Faso	12.2383	-1.5616	2/10/20	0
Burkina Faso	12.2383	-1.5616	2/11/20	0
Burkina Faso	12.2383	-1.5616	2/12/20	0
Burkina Faso	12.2383	-1.5616	2/13/20	0
Burkina Faso	12.2383	-1.5616	2/14/20	0
Burkina Faso	12.2383	-1.5616	2/15/20	0
Burkina Faso	12.2383	-1.5616	2/16/20	0
Burkina Faso	12.2383	-1.5616	2/17/20	0
Burkina Faso	12.2383	-1.5616	2/18/20	0
Burkina Faso	12.2383	-1.5616	2/19/20	0
Burkina Faso	12.2383	-1.5616	2/2/20	0
Burkina Faso	12.2383	-1.5616	2/20/20	0
Burkina Faso	12.2383	-1.5616	2/21/20	0
Burkina Faso	12.2383	-1.5616	2/22/20	0
Burkina Faso	12.2383	-1.5616	2/23/20	0
Burkina Faso	12.2383	-1.5616	2/24/20	0
Burkina Faso	12.2383	-1.5616	2/25/20	0
Burkina Faso	12.2383	-1.5616	2/26/20	0
Burkina Faso	12.2383	-1.5616	2/27/20	0
Burkina Faso	12.2383	-1.5616	2/28/20	0
Burkina Faso	12.2383	-1.5616	2/29/20	0
Burkina Faso	12.2383	-1.5616	2/3/20	0
Burkina Faso	12.2383	-1.5616	2/4/20	0
Burkina Faso	12.2383	-1.5616	2/5/20	0
Burkina Faso	12.2383	-1.5616	2/6/20	0
Burkina Faso	12.2383	-1.5616	2/7/20	0
Burkina Faso	12.2383	-1.5616	2/8/20	0
Burkina Faso	12.2383	-1.5616	2/9/20	0
Burkina Faso	12.2383	-1.5616	3/1/20	0
Burkina Faso	12.2383	-1.5616	3/10/20	0
Burkina Faso	12.2383	-1.5616	3/11/20	0
Burkina Faso	12.2383	-1.5616	3/12/20	0
Burkina Faso	12.2383	-1.5616	3/13/20	0
Burkina Faso	12.2383	-1.5616	3/14/20	0
Burkina Faso	12.2383	-1.5616	3/15/20	0
Burkina Faso	12.2383	-1.5616	3/16/20	0
Burkina Faso	12.2383	-1.5616	3/17/20	0
Burkina Faso	12.2383	-1.5616	3/18/20	1
Burkina Faso	12.2383	-1.5616	3/19/20	1
Burkina Faso	12.2383	-1.5616	3/2/20	0
Burkina Faso	12.2383	-1.5616	3/20/20	1
Burkina Faso	12.2383	-1.5616	3/21/20	2
Burkina Faso	12.2383	-1.5616	3/22/20	4
Burkina Faso	12.2383	-1.5616	3/23/20	4
Burkina Faso	12.2383	-1.5616	3/24/20	4
Burkina Faso	12.2383	-1.5616	3/25/20	4
Burkina Faso	12.2383	-1.5616	3/26/20	7
Burkina Faso	12.2383	-1.5616	3/27/20	9
Burkina Faso	12.2383	-1.5616	3/28/20	11
Burkina Faso	12.2383	-1.5616	3/29/20	12
Burkina Faso	12.2383	-1.5616	3/3/20	0
Burkina Faso	12.2383	-1.5616	3/30/20	12
Burkina Faso	12.2383	-1.5616	3/31/20	14
Burkina Faso	12.2383	-1.5616	3/4/20	0
Burkina Faso	12.2383	-1.5616	3/5/20	0
Burkina Faso	12.2383	-1.5616	3/6/20	0
Burkina Faso	12.2383	-1.5616	3/7/20	0
Burkina Faso	12.2383	-1.5616	3/8/20	0
Burkina Faso	12.2383	-1.5616	3/9/20	0
Burkina Faso	12.2383	-1.5616	4/1/20	16
Burkina Faso	12.2383	-1.5616	4/10/20	24
Burkina Faso	12.2383	-1.5616	4/11/20	27
Burkina Faso	12.2383	-1.5616	4/12/20	27
Burkina Faso	12.2383	-1.5616	4/13/20	27
Burkina Faso	12.2383	-1.5616	4/14/20	30
Burkina Faso	12.2383	-1.5616	4/15/20	32
Burkina Faso	12.2383	-1.5616	4/16/20	32
Burkina Faso	12.2383	-1.5616	4/2/20	16
Burkina Faso	12.2383	-1.5616	4/3/20	16
Burkina Faso	12.2383	-1.5616	4/4/20	16
Burkina Faso	12.2383	-1.5616	4/5/20	17
Burkina Faso	12.2383	-1.5616	4/6/20	18
Burkina Faso	12.2383	-1.5616	4/7/20	19
Burkina Faso	12.2383	-1.5616	4/8/20	23
Burkina Faso	12.2383	-1.5616	4/9/20	24
Burma	21.9162	95.956	1/22/20	0
Burma	21.9162	95.956	1/23/20	0
Burma	21.9162	95.956	1/24/20	0
Burma	21.9162	95.956	1/25/20	0
Burma	21.9162	95.956	1/26/20	0
Burma	21.9162	95.956	1/27/20	0
Burma	21.9162	95.956	1/28/20	0
Burma	21.9162	95.956	1/29/20	0
Burma	21.9162	95.956	1/30/20	0
Burma	21.9162	95.956	1/31/20	0
Burma	21.9162	95.956	2/1/20	0
Burma	21.9162	95.956	2/10/20	0
Burma	21.9162	95.956	2/11/20	0
Burma	21.9162	95.956	2/12/20	0
Burma	21.9162	95.956	2/13/20	0
Burma	21.9162	95.956	2/14/20	0
Burma	21.9162	95.956	2/15/20	0
Burma	21.9162	95.956	2/16/20	0
Burma	21.9162	95.956	2/17/20	0
Burma	21.9162	95.956	2/18/20	0
Burma	21.9162	95.956	2/19/20	0
Burma	21.9162	95.956	2/2/20	0
Burma	21.9162	95.956	2/20/20	0
Burma	21.9162	95.956	2/21/20	0
Burma	21.9162	95.956	2/22/20	0
Burma	21.9162	95.956	2/23/20	0
Burma	21.9162	95.956	2/24/20	0
Burma	21.9162	95.956	2/25/20	0
Burma	21.9162	95.956	2/26/20	0
Burma	21.9162	95.956	2/27/20	0
Burma	21.9162	95.956	2/28/20	0
Burma	21.9162	95.956	2/29/20	0
Burma	21.9162	95.956	2/3/20	0
Burma	21.9162	95.956	2/4/20	0
Burma	21.9162	95.956	2/5/20	0
Burma	21.9162	95.956	2/6/20	0
Burma	21.9162	95.956	2/7/20	0
Burma	21.9162	95.956	2/8/20	0
Burma	21.9162	95.956	2/9/20	0
Burma	21.9162	95.956	3/1/20	0
Burma	21.9162	95.956	3/10/20	0
Burma	21.9162	95.956	3/11/20	0
Burma	21.9162	95.956	3/12/20	0
Burma	21.9162	95.956	3/13/20	0
Burma	21.9162	95.956	3/14/20	0
Burma	21.9162	95.956	3/15/20	0
Burma	21.9162	95.956	3/16/20	0
Burma	21.9162	95.956	3/17/20	0
Burma	21.9162	95.956	3/18/20	0
Burma	21.9162	95.956	3/19/20	0
Burma	21.9162	95.956	3/2/20	0
Burma	21.9162	95.956	3/20/20	0
Burma	21.9162	95.956	3/21/20	0
Burma	21.9162	95.956	3/22/20	0
Burma	21.9162	95.956	3/23/20	0
Burma	21.9162	95.956	3/24/20	0
Burma	21.9162	95.956	3/25/20	0
Burma	21.9162	95.956	3/26/20	0
Burma	21.9162	95.956	3/27/20	0
Burma	21.9162	95.956	3/28/20	0
Burma	21.9162	95.956	3/29/20	0
Burma	21.9162	95.956	3/3/20	0
Burma	21.9162	95.956	3/30/20	0
Burma	21.9162	95.956	3/31/20	1
Burma	21.9162	95.956	3/4/20	0
Burma	21.9162	95.956	3/5/20	0
Burma	21.9162	95.956	3/6/20	0
Burma	21.9162	95.956	3/7/20	0
Burma	21.9162	95.956	3/8/20	0
Burma	21.9162	95.956	3/9/20	0
Burma	21.9162	95.956	4/1/20	1
Burma	21.9162	95.956	4/10/20	3
Burma	21.9162	95.956	4/11/20	3
Burma	21.9162	95.956	4/12/20	4
Burma	21.9162	95.956	4/13/20	4
Burma	21.9162	95.956	4/14/20	4
Burma	21.9162	95.956	4/15/20	4
Burma	21.9162	95.956	4/16/20	4
Burma	21.9162	95.956	4/2/20	1
Burma	21.9162	95.956	4/3/20	1
Burma	21.9162	95.956	4/4/20	1
Burma	21.9162	95.956	4/5/20	1
Burma	21.9162	95.956	4/6/20	1
Burma	21.9162	95.956	4/7/20	1
Burma	21.9162	95.956	4/8/20	3
Burma	21.9162	95.956	4/9/20	3
Burundi	-3.3731	29.9189	1/22/20	0
Burundi	-3.3731	29.9189	1/23/20	0
Burundi	-3.3731	29.9189	1/24/20	0
Burundi	-3.3731	29.9189	1/25/20	0
Burundi	-3.3731	29.9189	1/26/20	0
Burundi	-3.3731	29.9189	1/27/20	0
Burundi	-3.3731	29.9189	1/28/20	0
Burundi	-3.3731	29.9189	1/29/20	0
Burundi	-3.3731	29.9189	1/30/20	0
Burundi	-3.3731	29.9189	1/31/20	0
Burundi	-3.3731	29.9189	2/1/20	0
Burundi	-3.3731	29.9189	2/10/20	0
Burundi	-3.3731	29.9189	2/11/20	0
Burundi	-3.3731	29.9189	2/12/20	0
Burundi	-3.3731	29.9189	2/13/20	0
Burundi	-3.3731	29.9189	2/14/20	0
Burundi	-3.3731	29.9189	2/15/20	0
Burundi	-3.3731	29.9189	2/16/20	0
Burundi	-3.3731	29.9189	2/17/20	0
Burundi	-3.3731	29.9189	2/18/20	0
Burundi	-3.3731	29.9189	2/19/20	0
Burundi	-3.3731	29.9189	2/2/20	0
Burundi	-3.3731	29.9189	2/20/20	0
Burundi	-3.3731	29.9189	2/21/20	0
Burundi	-3.3731	29.9189	2/22/20	0
Burundi	-3.3731	29.9189	2/23/20	0
Burundi	-3.3731	29.9189	2/24/20	0
Burundi	-3.3731	29.9189	2/25/20	0
Burundi	-3.3731	29.9189	2/26/20	0
Burundi	-3.3731	29.9189	2/27/20	0
Burundi	-3.3731	29.9189	2/28/20	0
Burundi	-3.3731	29.9189	2/29/20	0
Burundi	-3.3731	29.9189	2/3/20	0
Burundi	-3.3731	29.9189	2/4/20	0
Burundi	-3.3731	29.9189	2/5/20	0
Burundi	-3.3731	29.9189	2/6/20	0
Burundi	-3.3731	29.9189	2/7/20	0
Burundi	-3.3731	29.9189	2/8/20	0
Burundi	-3.3731	29.9189	2/9/20	0
Burundi	-3.3731	29.9189	3/1/20	0
Burundi	-3.3731	29.9189	3/10/20	0
Burundi	-3.3731	29.9189	3/11/20	0
Burundi	-3.3731	29.9189	3/12/20	0
Burundi	-3.3731	29.9189	3/13/20	0
Burundi	-3.3731	29.9189	3/14/20	0
Burundi	-3.3731	29.9189	3/15/20	0
Burundi	-3.3731	29.9189	3/16/20	0
Burundi	-3.3731	29.9189	3/17/20	0
Burundi	-3.3731	29.9189	3/18/20	0
Burundi	-3.3731	29.9189	3/19/20	0
Burundi	-3.3731	29.9189	3/2/20	0
Burundi	-3.3731	29.9189	3/20/20	0
Burundi	-3.3731	29.9189	3/21/20	0
Burundi	-3.3731	29.9189	3/22/20	0
Burundi	-3.3731	29.9189	3/23/20	0
Burundi	-3.3731	29.9189	3/24/20	0
Burundi	-3.3731	29.9189	3/25/20	0
Burundi	-3.3731	29.9189	3/26/20	0
Burundi	-3.3731	29.9189	3/27/20	0
Burundi	-3.3731	29.9189	3/28/20	0
Burundi	-3.3731	29.9189	3/29/20	0
Burundi	-3.3731	29.9189	3/3/20	0
Burundi	-3.3731	29.9189	3/30/20	0
Burundi	-3.3731	29.9189	3/31/20	0
Burundi	-3.3731	29.9189	3/4/20	0
Burundi	-3.3731	29.9189	3/5/20	0
Burundi	-3.3731	29.9189	3/6/20	0
Burundi	-3.3731	29.9189	3/7/20	0
Burundi	-3.3731	29.9189	3/8/20	0
Burundi	-3.3731	29.9189	3/9/20	0
Burundi	-3.3731	29.9189	4/1/20	0
Burundi	-3.3731	29.9189	4/10/20	0
Burundi	-3.3731	29.9189	4/11/20	0
Burundi	-3.3731	29.9189	4/12/20	0
Burundi	-3.3731	29.9189	4/13/20	1
Burundi	-3.3731	29.9189	4/14/20	1
Burundi	-3.3731	29.9189	4/15/20	1
Burundi	-3.3731	29.9189	4/16/20	1
Burundi	-3.3731	29.9189	4/2/20	0
Burundi	-3.3731	29.9189	4/3/20	0
Burundi	-3.3731	29.9189	4/4/20	0
Burundi	-3.3731	29.9189	4/5/20	0
Burundi	-3.3731	29.9189	4/6/20	0
Burundi	-3.3731	29.9189	4/7/20	0
Burundi	-3.3731	29.9189	4/8/20	0
Burundi	-3.3731	29.9189	4/9/20	0
Cabo Verde	16.5388	-23.0418	1/22/20	0
Cabo Verde	16.5388	-23.0418	1/23/20	0
Cabo Verde	16.5388	-23.0418	1/24/20	0
Cabo Verde	16.5388	-23.0418	1/25/20	0
Cabo Verde	16.5388	-23.0418	1/26/20	0
Cabo Verde	16.5388	-23.0418	1/27/20	0
Cabo Verde	16.5388	-23.0418	1/28/20	0
Cabo Verde	16.5388	-23.0418	1/29/20	0
Cabo Verde	16.5388	-23.0418	1/30/20	0
Cabo Verde	16.5388	-23.0418	1/31/20	0
Cabo Verde	16.5388	-23.0418	2/1/20	0
Cabo Verde	16.5388	-23.0418	2/10/20	0
Cabo Verde	16.5388	-23.0418	2/11/20	0
Cabo Verde	16.5388	-23.0418	2/12/20	0
Cabo Verde	16.5388	-23.0418	2/13/20	0
Cabo Verde	16.5388	-23.0418	2/14/20	0
Cabo Verde	16.5388	-23.0418	2/15/20	0
Cabo Verde	16.5388	-23.0418	2/16/20	0
Cabo Verde	16.5388	-23.0418	2/17/20	0
Cabo Verde	16.5388	-23.0418	2/18/20	0
Cabo Verde	16.5388	-23.0418	2/19/20	0
Cabo Verde	16.5388	-23.0418	2/2/20	0
Cabo Verde	16.5388	-23.0418	2/20/20	0
Cabo Verde	16.5388	-23.0418	2/21/20	0
Cabo Verde	16.5388	-23.0418	2/22/20	0
Cabo Verde	16.5388	-23.0418	2/23/20	0
Cabo Verde	16.5388	-23.0418	2/24/20	0
Cabo Verde	16.5388	-23.0418	2/25/20	0
Cabo Verde	16.5388	-23.0418	2/26/20	0
Cabo Verde	16.5388	-23.0418	2/27/20	0
Cabo Verde	16.5388	-23.0418	2/28/20	0
Cabo Verde	16.5388	-23.0418	2/29/20	0
Cabo Verde	16.5388	-23.0418	2/3/20	0
Cabo Verde	16.5388	-23.0418	2/4/20	0
Cabo Verde	16.5388	-23.0418	2/5/20	0
Cabo Verde	16.5388	-23.0418	2/6/20	0
Cabo Verde	16.5388	-23.0418	2/7/20	0
Cabo Verde	16.5388	-23.0418	2/8/20	0
Cabo Verde	16.5388	-23.0418	2/9/20	0
Cabo Verde	16.5388	-23.0418	3/1/20	0
Cabo Verde	16.5388	-23.0418	3/10/20	0
Cabo Verde	16.5388	-23.0418	3/11/20	0
Cabo Verde	16.5388	-23.0418	3/12/20	0
Cabo Verde	16.5388	-23.0418	3/13/20	0
Cabo Verde	16.5388	-23.0418	3/14/20	0
Cabo Verde	16.5388	-23.0418	3/15/20	0
Cabo Verde	16.5388	-23.0418	3/16/20	0
Cabo Verde	16.5388	-23.0418	3/17/20	0
Cabo Verde	16.5388	-23.0418	3/18/20	0
Cabo Verde	16.5388	-23.0418	3/19/20	0
Cabo Verde	16.5388	-23.0418	3/2/20	0
Cabo Verde	16.5388	-23.0418	3/20/20	0
Cabo Verde	16.5388	-23.0418	3/21/20	0
Cabo Verde	16.5388	-23.0418	3/22/20	0
Cabo Verde	16.5388	-23.0418	3/23/20	0
Cabo Verde	16.5388	-23.0418	3/24/20	1
Cabo Verde	16.5388	-23.0418	3/25/20	1
Cabo Verde	16.5388	-23.0418	3/26/20	1
Cabo Verde	16.5388	-23.0418	3/27/20	1
Cabo Verde	16.5388	-23.0418	3/28/20	1
Cabo Verde	16.5388	-23.0418	3/29/20	1
Cabo Verde	16.5388	-23.0418	3/3/20	0
Cabo Verde	16.5388	-23.0418	3/30/20	1
Cabo Verde	16.5388	-23.0418	3/31/20	1
Cabo Verde	16.5388	-23.0418	3/4/20	0
Cabo Verde	16.5388	-23.0418	3/5/20	0
Cabo Verde	16.5388	-23.0418	3/6/20	0
Cabo Verde	16.5388	-23.0418	3/7/20	0
Cabo Verde	16.5388	-23.0418	3/8/20	0
Cabo Verde	16.5388	-23.0418	3/9/20	0
Cabo Verde	16.5388	-23.0418	4/1/20	1
Cabo Verde	16.5388	-23.0418	4/10/20	1
Cabo Verde	16.5388	-23.0418	4/11/20	1
Cabo Verde	16.5388	-23.0418	4/12/20	1
Cabo Verde	16.5388	-23.0418	4/13/20	1
Cabo Verde	16.5388	-23.0418	4/14/20	1
Cabo Verde	16.5388	-23.0418	4/15/20	1
Cabo Verde	16.5388	-23.0418	4/16/20	1
Cabo Verde	16.5388	-23.0418	4/2/20	1
Cabo Verde	16.5388	-23.0418	4/3/20	1
Cabo Verde	16.5388	-23.0418	4/4/20	1
Cabo Verde	16.5388	-23.0418	4/5/20	1
Cabo Verde	16.5388	-23.0418	4/6/20	1
Cabo Verde	16.5388	-23.0418	4/7/20	1
Cabo Verde	16.5388	-23.0418	4/8/20	1
Cabo Verde	16.5388	-23.0418	4/9/20	1
Cambodia	11.55	104.9167	1/22/20	0
Cambodia	11.55	104.9167	1/23/20	0
Cambodia	11.55	104.9167	1/24/20	0
Cambodia	11.55	104.9167	1/25/20	0
Cambodia	11.55	104.9167	1/26/20	0
Cambodia	11.55	104.9167	1/27/20	0
Cambodia	11.55	104.9167	1/28/20	0
Cambodia	11.55	104.9167	1/29/20	0
Cambodia	11.55	104.9167	1/30/20	0
Cambodia	11.55	104.9167	1/31/20	0
Cambodia	11.55	104.9167	2/1/20	0
Cambodia	11.55	104.9167	2/10/20	0
Cambodia	11.55	104.9167	2/11/20	0
Cambodia	11.55	104.9167	2/12/20	0
Cambodia	11.55	104.9167	2/13/20	0
Cambodia	11.55	104.9167	2/14/20	0
Cambodia	11.55	104.9167	2/15/20	0
Cambodia	11.55	104.9167	2/16/20	0
Cambodia	11.55	104.9167	2/17/20	0
Cambodia	11.55	104.9167	2/18/20	0
Cambodia	11.55	104.9167	2/19/20	0
Cambodia	11.55	104.9167	2/2/20	0
Cambodia	11.55	104.9167	2/20/20	0
Cambodia	11.55	104.9167	2/21/20	0
Cambodia	11.55	104.9167	2/22/20	0
Cambodia	11.55	104.9167	2/23/20	0
Cambodia	11.55	104.9167	2/24/20	0
Cambodia	11.55	104.9167	2/25/20	0
Cambodia	11.55	104.9167	2/26/20	0
Cambodia	11.55	104.9167	2/27/20	0
Cambodia	11.55	104.9167	2/28/20	0
Cambodia	11.55	104.9167	2/29/20	0
Cambodia	11.55	104.9167	2/3/20	0
Cambodia	11.55	104.9167	2/4/20	0
Cambodia	11.55	104.9167	2/5/20	0
Cambodia	11.55	104.9167	2/6/20	0
Cambodia	11.55	104.9167	2/7/20	0
Cambodia	11.55	104.9167	2/8/20	0
Cambodia	11.55	104.9167	2/9/20	0
Cambodia	11.55	104.9167	3/1/20	0
Cambodia	11.55	104.9167	3/10/20	0
Cambodia	11.55	104.9167	3/11/20	0
Cambodia	11.55	104.9167	3/12/20	0
Cambodia	11.55	104.9167	3/13/20	0
Cambodia	11.55	104.9167	3/14/20	0
Cambodia	11.55	104.9167	3/15/20	0
Cambodia	11.55	104.9167	3/16/20	0
Cambodia	11.55	104.9167	3/17/20	0
Cambodia	11.55	104.9167	3/18/20	0
Cambodia	11.55	104.9167	3/19/20	0
Cambodia	11.55	104.9167	3/2/20	0
Cambodia	11.55	104.9167	3/20/20	0
Cambodia	11.55	104.9167	3/21/20	0
Cambodia	11.55	104.9167	3/22/20	0
Cambodia	11.55	104.9167	3/23/20	0
Cambodia	11.55	104.9167	3/24/20	0
Cambodia	11.55	104.9167	3/25/20	0
Cambodia	11.55	104.9167	3/26/20	0
Cambodia	11.55	104.9167	3/27/20	0
Cambodia	11.55	104.9167	3/28/20	0
Cambodia	11.55	104.9167	3/29/20	0
Cambodia	11.55	104.9167	3/3/20	0
Cambodia	11.55	104.9167	3/30/20	0
Cambodia	11.55	104.9167	3/31/20	0
Cambodia	11.55	104.9167	3/4/20	0
Cambodia	11.55	104.9167	3/5/20	0
Cambodia	11.55	104.9167	3/6/20	0
Cambodia	11.55	104.9167	3/7/20	0
Cambodia	11.55	104.9167	3/8/20	0
Cambodia	11.55	104.9167	3/9/20	0
Cambodia	11.55	104.9167	4/1/20	0
Cambodia	11.55	104.9167	4/10/20	0
Cambodia	11.55	104.9167	4/11/20	0
Cambodia	11.55	104.9167	4/12/20	0
Cambodia	11.55	104.9167	4/13/20	0
Cambodia	11.55	104.9167	4/14/20	0
Cambodia	11.55	104.9167	4/15/20	0
Cambodia	11.55	104.9167	4/16/20	0
Cambodia	11.55	104.9167	4/2/20	0
Cambodia	11.55	104.9167	4/3/20	0
Cambodia	11.55	104.9167	4/4/20	0
Cambodia	11.55	104.9167	4/5/20	0
